city_name,city_size_type,city_type,province,pop_2016,city_size,pop_density
Hay River,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Northwest Territories,2728.0,3.31,825.4
Hearst,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,3835.0,5.04,761.1
Saint-Bruno,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1756.0,1.14,1537.0
High Level,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2741.0,2.67,1026.0
High Prairie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2264.0,2.37,956.8
High River,"Small population centre (1,000 to 29,999)",Core,Alberta,13420.0,10.17,1319.4
Hinton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,9205.0,12.97,709.6
Hope,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,4067.0,4.45,913.4
Hudson,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,21419.0,31.95,670.4
Hudson Bay,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1306.0,1.27,1031.2
Humboldt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,4872.0,2.73,1783.4
Huntingdon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2525.0,2.38,1059.9
Huntsville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,6482.0,8.75,740.8
Indian Head,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1802.0,1.77,1019.3
Ingersoll,"Small population centre (1,000 to 29,999)",Core,Ontario,12587.0,9.55,1317.5
Innisfail,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,6927.0,4.37,1585.3
Inuvik,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Northwest Territories,3140.0,1.62,1937.8
Invermere,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,2882.0,3.21,898.5
Inverness,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,1248.0,2.73,456.8
Iroquois,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1027.0,0.74,1387.7
Iroquois Falls,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2955.0,1.56,1891.7
Wawa,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2610.0,1.76,1482.6
Joliette,"Medium population centre (30,000 to 99,999)",Core,Quebec,45508.0,36.99,1230.2
Kamloops,"Medium population centre (30,000 to 99,999)",Core,British Columbia,78026.0,56.27,1386.6
Kamsack,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1775.0,1.58,1120.4
Kanata,"Large urban population centre (100,000 or more)",Fringe,Ontario,117304.0,59.7,1964.9
Kapuskasing,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,7378.0,8.55,862.7
Kelowna,"Large urban population centre (100,000 or more)",Core,British Columbia,151957.0,136.44,1113.8
Kemptville,"Small population centre (1,000 to 29,999)",Fringe,Ontario,3911.0,3.73,1048.0
Kenora,"Small population centre (1,000 to 29,999)",Core,Ontario,10687.0,13.42,796.3
Kensington,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Prince Edward Island,1562.0,2.24,698.4
Kentville,"Small population centre (1,000 to 29,999)",Core,Nova Scotia,12088.0,17.84,677.7
Killarney,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,2150.0,2.94,730.9
Kimberley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,4513.0,4.42,1020.4
Kincardine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,8315.0,8.41,988.6
Kindersley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,3052.0,1.74,1758.3
Kingston,"Large urban population centre (100,000 or more)",Core,Ontario,117660.0,74.77,1573.7
Kingston - Greenwood,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,6879.0,12.25,561.6
Kirkland Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,6305.0,4.17,1513.0
Kitchener,"Large urban population centre (100,000 or more)",Core,Ontario,470015.0,269.23,1745.8
Kitimat,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,6394.0,4.25,1505.9
L'Assomption,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,15906.0,8.72,1823.5
L'Épiphanie,"Small population centre (1,000 to 29,999)",Fringe,Quebec,7225.0,9.72,743.7
L'Orignal,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1450.0,2.71,534.8
La Malbaie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3520.0,3.94,893.7
La Pocatière,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3928.0,5.09,772.3
La Sarre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,4570.0,3.54,1289.9
La Tuque,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,7751.0,9.75,794.8
Labelle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1136.0,2.5,453.7
Labrador City,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,8622.0,14.04,614.2
Lac la Biche,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2294.0,2.9,791.0
Lac-Etchemin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1782.0,1.65,1079.5
Lac-Mégantic,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5647.0,9.24,611.1
Lachute,"Small population centre (1,000 to 29,999)",Core,Quebec,10082.0,9.32,1081.4
Lacolle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1288.0,1.95,660.7
Lacombe,"Small population centre (1,000 to 29,999)",Core,Alberta,12442.0,11.46,1085.9
Ladysmith,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,10637.0,13.83,769.1
Lake Cowichan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,3013.0,3.71,811.6
Lakefield,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2753.0,2.54,1083.1
Lanigan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1213.0,1.79,678.9
Laurentides,"Small population centre (1,000 to 29,999)",Fringe,Quebec,12710.0,11.88,1070.3
Lavaltrie,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,10767.0,7.04,1529.8
Leamington,"Medium population centre (30,000 to 99,999)",Core,Ontario,32991.0,31.7,1040.7
Lebel-sur-Quévillon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2015.0,2.4,838.4
Leduc,"Small population centre (1,000 to 29,999)",Secondary core,Alberta,29556.0,61.96,477.0
Lethbridge,"Medium population centre (30,000 to 99,999)",Core,Alberta,87572.0,55.9,1566.5
Lewisporte,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,2174.0,1.87,1163.3
Lillooet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1560.0,2.29,681.0
Lindsay,"Small population centre (1,000 to 29,999)",Core,Ontario,20713.0,15.56,1330.8
Linière,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1385.0,1.58,876.8
Listowel,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,7530.0,6.65,1132.3
Little Current,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1558.0,2.08,747.9
Liverpool,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,2549.0,3.61,706.5
Lloydminster,"Medium population centre (30,000 to 99,999)",Core,Alberta/Saskatchewan,31400.0,21.71,1446.1
London,"Large urban population centre (100,000 or more)",Core,Ontario,383437.0,232.48,1649.3
Longlac,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1434.0,1.76,814.9
Louiseville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5396.0,3.89,1387.8
Lucan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2541.0,1.89,1341.3
Luceville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1112.0,1.31,851.8
Lucknow,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1121.0,1.65,680.3
Lunenburg,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,2085.0,2.41,863.8
Macamic,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1307.0,1.99,655.4
Mackenzie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,3262.0,3.37,966.7
Madoc,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1535.0,2.12,725.3
Magog,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,20830.0,18.89,1102.9
Magrath,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2179.0,2.34,932.7
Malartic,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2972.0,1.59,1868.7
Manitouwadge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1708.0,2.02,846.3
Maniwaki,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3778.0,4.66,810.2
Manning,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1072.0,1.5,715.2
Maple Creek,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,2074.0,1.62,1281.4
Marathon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,3138.0,4.31,728.8
Marieville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,8891.0,4.57,1944.9
Markdale,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1216.0,2.3,528.0
Marmora,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1629.0,2.1,775.5
Marystown,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Newfoundland and Labrador,2697.0,5.72,471.9
Matagami,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1396.0,1.72,809.5
Matane,"Small population centre (1,000 to 29,999)",Core,Quebec,10787.0,10.34,1043.7
Mattawa,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1786.0,1.95,916.1
Mayerthorpe,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1205.0,1.29,935.1
Meadow Lake,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,5266.0,3.21,1639.9
Meaford,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,4910.0,5.67,865.3
Medicine Hat,"Medium population centre (30,000 to 99,999)",Core,Alberta,62935.0,51.33,1226.1
Melfort,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,5778.0,4.31,1340.6
Melville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,4127.0,2.84,1450.8
Merritt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,5321.0,4.43,1201.7
Middleton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,1391.0,2.72,510.8
Midland,"Small population centre (1,000 to 29,999)",Core,Ontario,24353.0,26.62,914.7
Milton,"Large urban population centre (100,000 or more)",Secondary core,Ontario,101715.0,40.36,2520.3
Milverton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1576.0,1.27,1241.5
Minnedosa,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,2178.0,1.79,1220.0
Mitchell,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,4573.0,4.81,951.3
Moncton,"Large urban population centre (100,000 or more)",Core,New Brunswick,108620.0,110.35,984.3
Mont-Joli,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5604.0,6.36,880.5
Mont-Laurier,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,7644.0,8.43,907.3
Montague,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Prince Edward Island,1834.0,2.11,867.6
Montmagny,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,9041.0,6.74,1342.2
Montréal,"Large urban population centre (100,000 or more)",Core,Quebec,3519595.0,1293.99,2719.9
Moose Jaw,"Medium population centre (30,000 to 99,999)",Core,Saskatchewan,32724.0,21.38,1530.8
Moosomin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,2548.0,1.89,1349.9
Morden,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,7907.0,7.72,1024.5
Morinville,"Small population centre (1,000 to 29,999)",Fringe,Alberta,9848.0,11.15,882.8
Morris,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1714.0,2.63,651.9
Morrisburg,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2385.0,1.34,1780.2
Mount Brydges,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1842.0,2.47,746.4
Mount Forest,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,4643.0,3.72,1248.4
Hébertville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1085.0,0.75,1439.8
Notre-Dame-du-Bon-Conseil,"Small population centre (1,000 to 29,999)",Fringe,Quebec,1018.0,1.39,734.3
Notre-Dame-du-Lac,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1184.0,2.35,504.7
Nakusp,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,1130.0,1.2,945.6
Nanaimo,"Medium population centre (30,000 to 99,999)",Core,British Columbia,92004.0,72.63,1266.7
Napanee,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,7439.0,7.85,947.4
Napierville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,4708.0,5.66,832.3
Neepawa,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,3939.0,2.34,1685.6
Nelson,"Small population centre (1,000 to 29,999)",Core,British Columbia,10664.0,6.87,1552.3
New Glasgow,"Small population centre (1,000 to 29,999)",Core,Nova Scotia,18665.0,25.86,721.8
New Hamburg,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,13595.0,14.0,971.0
New Richmond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1901.0,4.05,468.9
New Waterford,"Small population centre (1,000 to 29,999)",Fringe,Nova Scotia,7344.0,8.86,828.5
Nicolet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5669.0,6.04,938.9
Nipawin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,3989.0,3.04,1310.1
Normandin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1910.0,1.92,992.5
North Battleford,"Small population centre (1,000 to 29,999)",Core,Saskatchewan,13567.0,8.1,1675.7
North Bay,"Medium population centre (30,000 to 99,999)",Core,Ontario,50396.0,65.32,771.5
Norwich,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2852.0,2.71,1051.9
Norwood,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1380.0,1.98,696.6
Okotoks,"Small population centre (1,000 to 29,999)",Core,Alberta,28833.0,16.98,1698.4
Olds,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,8944.0,9.52,939.8
Oliver,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,5279.0,5.0,1056.2
Orangeville,"Medium population centre (30,000 to 99,999)",Secondary core,Ontario,30734.0,17.37,1769.8
Orillia,"Medium population centre (30,000 to 99,999)",Core,Ontario,31128.0,22.7,1371.3
Ormstown,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1730.0,2.04,849.3
Oromocto,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,8805.0,9.23,954.2
Orono,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1105.0,1.36,814.9
Oshawa,"Large urban population centre (100,000 or more)",Core,Ontario,308875.0,154.57,1998.3
Osoyoos,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,4520.0,4.18,1081.8
Ottawa - Gatineau,"Large urban population centre (100,000 or more)",Core,Ontario/Quebec,989567.0,520.82,1900.0
Outlook,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1829.0,1.27,1441.7
Owen Sound,"Small population centre (1,000 to 29,999)",Core,Ontario,22032.0,20.91,1053.7
Oxbow,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1126.0,1.16,974.2
Palmerston,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2624.0,2.53,1035.2
Papineauville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1105.0,1.64,672.7
Paris,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,12310.0,13.0,946.8
Parkhill,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,1737.0,2.45,708.3
Parksville,"Small population centre (1,000 to 29,999)",Core,British Columbia,23574.0,21.84,1079.5
Parry Sound,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,6321.0,8.1,780.5
Peace River,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3924.0,4.98,787.8
Pembroke,"Small population centre (1,000 to 29,999)",Core,Ontario,15940.0,15.74,1012.7
Penticton,"Medium population centre (30,000 to 99,999)",Core,British Columbia,33617.0,25.03,1343.2
Perth,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,5573.0,7.02,793.5
Peterborough,"Medium population centre (30,000 to 99,999)",Core,Ontario,82094.0,53.81,1525.7
Petrolia,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,5375.0,6.03,891.1
Picton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,4702.0,5.05,931.7
Pictou,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,2711.0,3.79,714.9
Picture Butte,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1700.0,2.03,838.1
Pierreville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1119.0,1.95,575.2
Pinawa,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1331.0,1.55,856.1
Pincher Creek,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3523.0,4.09,862.0
Plessisville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,7195.0,5.52,1302.6
Ponoka,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,6899.0,5.51,1253.0
Pont-Rouge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,6239.0,6.53,954.8
Port Alberni,"Small population centre (1,000 to 29,999)",Core,British Columbia,20712.0,27.63,749.6
Port Dover,"Small population centre (1,000 to 29,999)",Fringe,Ontario,6161.0,5.66,1087.8
Port Elgin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,7862.0,5.36,1468.1
Port Hawkesbury,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Nova Scotia,3004.0,5.0,600.6
Port Hope,"Small population centre (1,000 to 29,999)",Core,Ontario,12587.0,12.67,993.6
Port Perry,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,9453.0,8.65,1093.0
Port Stanley,"Small population centre (1,000 to 29,999)",Fringe,Ontario,2148.0,3.33,645.5
Port-Cartier,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5609.0,4.86,1154.9
Portage la Prairie,"Small population centre (1,000 to 29,999)",Core,Manitoba,12949.0,9.43,1373.5
Portneuf,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2004.0,3.09,647.5
Powassan,"Small population centre (1,000 to 29,999)",Fringe,Ontario,1343.0,1.68,799.8
Powell River,"Small population centre (1,000 to 29,999)",Core,British Columbia,12384.0,17.31,715.6
Prescott,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,3965.0,3.11,1273.5
Price,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1679.0,1.92,872.4
Prince Albert,"Medium population centre (30,000 to 99,999)",Core,Saskatchewan,35102.0,21.15,1659.5
Prince George,"Medium population centre (30,000 to 99,999)",Core,British Columbia,65510.0,70.18,933.5
Prince Rupert,"Small population centre (1,000 to 29,999)",Core,British Columbia,11733.0,7.86,1492.3
Princeton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,2745.0,4.48,613.0
Princeville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,4384.0,3.92,1118.1
Provost,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,1945.0,2.09,929.7
Québec,"Large urban population centre (100,000 or more)",Core,Quebec,705103.0,427.66,1648.8
Quesnel,"Small population centre (1,000 to 29,999)",Core,British Columbia,12064.0,24.47,493.0
Rawdon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,5188.0,6.89,753.4
Raymond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,3533.0,3.7,953.7
Red Deer,"Medium population centre (30,000 to 99,999)",Core,Alberta,99718.0,62.91,1585.2
Redwater,"Small population centre (1,000 to 29,999)",Fringe,Alberta,1591.0,1.97,807.9
Regina,"Large urban population centre (100,000 or more)",Core,Saskatchewan,214631.0,103.11,2081.5
Renfrew,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,8152.0,11.56,705.4
Revelstoke,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,6719.0,10.79,622.8
Richmond,"Small population centre (1,000 to 29,999)",Fringe,Ontario,4055.0,4.19,966.8
Richmond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3046.0,5.37,567.2
Ridgetown,"Small population centre (1,000 to 29,999)",Fringe,Ontario,3002.0,2.73,1098.9
Rigaud,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,3613.0,2.47,1461.9
Rimbey,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,2086.0,2.41,865.7
Rimouski,"Medium population centre (30,000 to 99,999)",Core,Quebec,36942.0,23.24,1589.6
Rivers,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1257.0,0.86,1454.7
Rivière-du-Loup,"Small population centre (1,000 to 29,999)",Core,Quebec,17973.0,18.27,983.9
Roberval,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,8204.0,4.58,1791.5
Roblin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1614.0,2.57,627.2
Rockland,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,12302.0,6.89,1785.4
Rocky Mountain House,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Alberta,6429.0,6.95,924.9
Rosetown,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,2331.0,1.82,1278.6
Rosthern,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1488.0,1.7,873.9
Rouyn-Noranda,"Small population centre (1,000 to 29,999)",Core,Quebec,23504.0,21.89,1073.6
Roxton Falls,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1003.0,2.0,500.8
Russell,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,1395.0,1.51,923.0
Sackville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,2963.0,4.03,735.5
Saint John,"Medium population centre (30,000 to 99,999)",Core,New Brunswick,58341.0,58.27,1001.2
Salisbury,"Small population centre (1,000 to 29,999)",Fringe,New Brunswick,1534.0,2.68,572.5
Salmon Arm,"Small population centre (1,000 to 29,999)",Core,British Columbia,12875.0,12.6,1021.7
Sarnia,"Medium population centre (30,000 to 99,999)",Core,Ontario,72125.0,52.4,1376.5
Saskatoon,"Large urban population centre (100,000 or more)",Core,Saskatchewan,245181.0,125.5,1953.7
Sault Ste. Marie,"Medium population centre (30,000 to 99,999)",Core,Ontario,66313.0,53.05,1250.1
Seaforth,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,2680.0,2.79,959.3
Selkirk,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,9839.0,5.87,1676.7
Senneterre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,2239.0,3.02,742.4
Sept-Îles,"Small population centre (1,000 to 29,999)",Core,Quebec,22218.0,13.34,1666.0
Shaunavon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Saskatchewan,1699.0,1.71,996.1
Shawinigan,"Medium population centre (30,000 to 99,999)",Core,Quebec,38211.0,29.94,1276.5
Shawville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,1203.0,1.89,635.7
Shediac,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,New Brunswick,7184.0,11.43,628.4
